INSERT INTO listagiochi (emailutente, idgioco) values
('trkozihhhy@koobu.cph',57363),
('trkozihhhy@koobu.cph',57770),
('trkozihhhy@koobu.cph',60876),
('trkozihhhy@koobu.cph',61541),
('trkozihhhy@koobu.cph',66376),
('trkozihhhy@koobu.cph',68320),
('trkozihhhy@koobu.cph',71360),
('trkozihhhy@koobu.cph',71866),
('trkozihhhy@koobu.cph',72549),
('trkozihhhy@koobu.cph',829),
('trkozihhhy@koobu.cph',84932),
('trkozihhhy@koobu.cph',85350),
('trkozihhhy@koobu.cph',87418),
('trkozihhhy@koobu.cph',88837),
('trkozihhhy@koobu.cph',93581),
('trkozihhhy@koobu.cph',94413),
('trkozihhhy@koobu.cph',94430),
('trkozihhhy@koobu.cph',95080),
('trkozihhhy@koobu.cph',95540),
('trkozihhhy@koobu.cph',9867),
('txnqnxuvfi@bfsws.zrz',14239),
('txnqnxuvfi@bfsws.zrz',14676),
('txnqnxuvfi@bfsws.zrz',16673),
('txnqnxuvfi@bfsws.zrz',20198),
('txnqnxuvfi@bfsws.zrz',21086),
('txnqnxuvfi@bfsws.zrz',21194),
('txnqnxuvfi@bfsws.zrz',25728),
('txnqnxuvfi@bfsws.zrz',26399),
('txnqnxuvfi@bfsws.zrz',2787),
('txnqnxuvfi@bfsws.zrz',30),
('txnqnxuvfi@bfsws.zrz',31470),
('txnqnxuvfi@bfsws.zrz',3654),
('txnqnxuvfi@bfsws.zrz',36691),
('txnqnxuvfi@bfsws.zrz',39314),
('txnqnxuvfi@bfsws.zrz',40227),
('txnqnxuvfi@bfsws.zrz',4133),
('txnqnxuvfi@bfsws.zrz',41544),
('txnqnxuvfi@bfsws.zrz',41827),
('txnqnxuvfi@bfsws.zrz',43095),
('txnqnxuvfi@bfsws.zrz',44818),
('txnqnxuvfi@bfsws.zrz',55460),
('txnqnxuvfi@bfsws.zrz',55615),
('txnqnxuvfi@bfsws.zrz',56142),
('txnqnxuvfi@bfsws.zrz',57032),
('txnqnxuvfi@bfsws.zrz',57770),
('txnqnxuvfi@bfsws.zrz',60876),
('txnqnxuvfi@bfsws.zrz',62921),
('txnqnxuvfi@bfsws.zrz',66376),
('txnqnxuvfi@bfsws.zrz',68320),
('txnqnxuvfi@bfsws.zrz',69604),
('txnqnxuvfi@bfsws.zrz',71843),
('txnqnxuvfi@bfsws.zrz',71866),
('txnqnxuvfi@bfsws.zrz',73147),
('txnqnxuvfi@bfsws.zrz',75337),
('txnqnxuvfi@bfsws.zrz',77626),
('txnqnxuvfi@bfsws.zrz',81102),
('txnqnxuvfi@bfsws.zrz',81173),
('txnqnxuvfi@bfsws.zrz',81923),
('txnqnxuvfi@bfsws.zrz',829),
('txnqnxuvfi@bfsws.zrz',84932),
('txnqnxuvfi@bfsws.zrz',85839),
('txnqnxuvfi@bfsws.zrz',88173),
('txnqnxuvfi@bfsws.zrz',88735),
('txnqnxuvfi@bfsws.zrz',88837),
('txnqnxuvfi@bfsws.zrz',94430),
('txnqnxuvfi@bfsws.zrz',95080),
('txnqnxuvfi@bfsws.zrz',95540),
('txnqnxuvfi@bfsws.zrz',98186),
('txnqnxuvfi@bfsws.zrz',9867),
('uorswmimoz@hmwni.fos',14239),
('uorswmimoz@hmwni.fos',22684),
('uorswmimoz@hmwni.fos',24872),
('uorswmimoz@hmwni.fos',25044),
('uorswmimoz@hmwni.fos',25728),
('uorswmimoz@hmwni.fos',26399),
('uorswmimoz@hmwni.fos',26560),
('uorswmimoz@hmwni.fos',30),
('uorswmimoz@hmwni.fos',31045),
('uorswmimoz@hmwni.fos',33777),
('uorswmimoz@hmwni.fos',34791),
('uorswmimoz@hmwni.fos',36691),
('uorswmimoz@hmwni.fos',4133),
('uorswmimoz@hmwni.fos',41827),
('uorswmimoz@hmwni.fos',41859),
('uorswmimoz@hmwni.fos',43095),
('uorswmimoz@hmwni.fos',45142),
('uorswmimoz@hmwni.fos',46808),
('uorswmimoz@hmwni.fos',55615),
('uorswmimoz@hmwni.fos',56142),
('uorswmimoz@hmwni.fos',56409),
('uorswmimoz@hmwni.fos',60118),
('uorswmimoz@hmwni.fos',60805),
('uorswmimoz@hmwni.fos',60876),
('uorswmimoz@hmwni.fos',68439),
('uorswmimoz@hmwni.fos',71866),
('uorswmimoz@hmwni.fos',72549),
('uorswmimoz@hmwni.fos',75337),
('uorswmimoz@hmwni.fos',77626),
('uorswmimoz@hmwni.fos',78220),
('uorswmimoz@hmwni.fos',79031),
('uorswmimoz@hmwni.fos',81173),
('uorswmimoz@hmwni.fos',81923),
('uorswmimoz@hmwni.fos',85821),
('uorswmimoz@hmwni.fos',85839),
('uorswmimoz@hmwni.fos',87418),
('uorswmimoz@hmwni.fos',88173),
('uorswmimoz@hmwni.fos',88837),
('uorswmimoz@hmwni.fos',89071),
('uorswmimoz@hmwni.fos',95540),
('uorswmimoz@hmwni.fos',98186),
('uorswmimoz@hmwni.fos',9867),
('urlfmlqslb@uxhyw.fit',14239),
('urlfmlqslb@uxhyw.fit',21086),
('urlfmlqslb@uxhyw.fit',25044),
('urlfmlqslb@uxhyw.fit',25728),
('urlfmlqslb@uxhyw.fit',30855),
('urlfmlqslb@uxhyw.fit',31470),
('urlfmlqslb@uxhyw.fit',36691),
('urlfmlqslb@uxhyw.fit',40295),
('urlfmlqslb@uxhyw.fit',41859),
('urlfmlqslb@uxhyw.fit',4206),
('urlfmlqslb@uxhyw.fit',55460),
('urlfmlqslb@uxhyw.fit',57770),
('urlfmlqslb@uxhyw.fit',60876),
('urlfmlqslb@uxhyw.fit',61541),
('urlfmlqslb@uxhyw.fit',66949),
('urlfmlqslb@uxhyw.fit',71360),
('urlfmlqslb@uxhyw.fit',71843),
('urlfmlqslb@uxhyw.fit',73147),
('urlfmlqslb@uxhyw.fit',77626),
('urlfmlqslb@uxhyw.fit',79031),
('urlfmlqslb@uxhyw.fit',81173),
('urlfmlqslb@uxhyw.fit',81923),
('urlfmlqslb@uxhyw.fit',829),
('urlfmlqslb@uxhyw.fit',84932),
('urlfmlqslb@uxhyw.fit',85272),
('urlfmlqslb@uxhyw.fit',85350),
('urlfmlqslb@uxhyw.fit',94430),
('urlfmlqslb@uxhyw.fit',95540),
('vavlumjeid@jooam.afj',14676),
('vavlumjeid@jooam.afj',16673),
('vavlumjeid@jooam.afj',20198),
('vavlumjeid@jooam.afj',21194),
('vavlumjeid@jooam.afj',21831),
('vavlumjeid@jooam.afj',22684),
('vavlumjeid@jooam.afj',24872),
('vavlumjeid@jooam.afj',25044),
('vavlumjeid@jooam.afj',26399),
('vavlumjeid@jooam.afj',2787),
('vavlumjeid@jooam.afj',28317),
('vavlumjeid@jooam.afj',30),
('vavlumjeid@jooam.afj',31045),
('vavlumjeid@jooam.afj',31470),
('vavlumjeid@jooam.afj',32527),
('vavlumjeid@jooam.afj',34791),
('vavlumjeid@jooam.afj',36011),
('vavlumjeid@jooam.afj',36128),
('vavlumjeid@jooam.afj',36691),
('vavlumjeid@jooam.afj',39314),
('vavlumjeid@jooam.afj',4133),
('vavlumjeid@jooam.afj',44881),
('vavlumjeid@jooam.afj',46808),
('vavlumjeid@jooam.afj',55460),
('vavlumjeid@jooam.afj',55615),
('vavlumjeid@jooam.afj',56142),
('vavlumjeid@jooam.afj',57032),
('vavlumjeid@jooam.afj',57363),
('vavlumjeid@jooam.afj',58467),
('vavlumjeid@jooam.afj',60805),
('vavlumjeid@jooam.afj',60876),
('vavlumjeid@jooam.afj',63380),
('vavlumjeid@jooam.afj',66376),
('vavlumjeid@jooam.afj',68320),
('vavlumjeid@jooam.afj',71360),
('vavlumjeid@jooam.afj',71843),
('vavlumjeid@jooam.afj',71866),
('vavlumjeid@jooam.afj',72549),
('vavlumjeid@jooam.afj',73147),
('vavlumjeid@jooam.afj',73500),
('vavlumjeid@jooam.afj',75337),
('vavlumjeid@jooam.afj',77626),
('vavlumjeid@jooam.afj',78220),
('vavlumjeid@jooam.afj',79031),
('vavlumjeid@jooam.afj',81923),
('vavlumjeid@jooam.afj',84932),
('vavlumjeid@jooam.afj',85272),
('vavlumjeid@jooam.afj',85350),
('vavlumjeid@jooam.afj',85821),
('vavlumjeid@jooam.afj',85839),
('vavlumjeid@jooam.afj',88735),
('vavlumjeid@jooam.afj',88837),
('vavlumjeid@jooam.afj',89071),
('vavlumjeid@jooam.afj',94430),
('vavlumjeid@jooam.afj',95080),
('vavlumjeid@jooam.afj',9867),
('vhwmvvuiuv@abnsg.jps',13583),
('vhwmvvuiuv@abnsg.jps',14239),
('vhwmvvuiuv@abnsg.jps',14676),
('vhwmvvuiuv@abnsg.jps',16673),
('vhwmvvuiuv@abnsg.jps',20198),
('vhwmvvuiuv@abnsg.jps',21831),
('vhwmvvuiuv@abnsg.jps',25044),
('vhwmvvuiuv@abnsg.jps',26560),
('vhwmvvuiuv@abnsg.jps',2719),
('vhwmvvuiuv@abnsg.jps',2787),
('vhwmvvuiuv@abnsg.jps',30),
('vhwmvvuiuv@abnsg.jps',31045),
('vhwmvvuiuv@abnsg.jps',32527),
('vhwmvvuiuv@abnsg.jps',33777),
('vhwmvvuiuv@abnsg.jps',35823),
('vhwmvvuiuv@abnsg.jps',36128),
('vhwmvvuiuv@abnsg.jps',40227),
('vhwmvvuiuv@abnsg.jps',40295),
('vhwmvvuiuv@abnsg.jps',41827),
('vhwmvvuiuv@abnsg.jps',4206),
('vhwmvvuiuv@abnsg.jps',42463),
('vhwmvvuiuv@abnsg.jps',45142),
('vhwmvvuiuv@abnsg.jps',54915),
('vhwmvvuiuv@abnsg.jps',55615),
('vhwmvvuiuv@abnsg.jps',56409),
('vhwmvvuiuv@abnsg.jps',57032),
('vhwmvvuiuv@abnsg.jps',57363),
('vhwmvvuiuv@abnsg.jps',58467),
('vhwmvvuiuv@abnsg.jps',60118),
('vhwmvvuiuv@abnsg.jps',60805),
('vhwmvvuiuv@abnsg.jps',61541),
('vhwmvvuiuv@abnsg.jps',66949),
('vhwmvvuiuv@abnsg.jps',68320),
('vhwmvvuiuv@abnsg.jps',68439),
('vhwmvvuiuv@abnsg.jps',69604),
('vhwmvvuiuv@abnsg.jps',71360),
('vhwmvvuiuv@abnsg.jps',71843),
('vhwmvvuiuv@abnsg.jps',71866),
('vhwmvvuiuv@abnsg.jps',73147),
('vhwmvvuiuv@abnsg.jps',73500),
('vhwmvvuiuv@abnsg.jps',75337),
('vhwmvvuiuv@abnsg.jps',77626),
('vhwmvvuiuv@abnsg.jps',78220),
('vhwmvvuiuv@abnsg.jps',81923),
('vhwmvvuiuv@abnsg.jps',84932),
('vhwmvvuiuv@abnsg.jps',85350),
('vhwmvvuiuv@abnsg.jps',85821),
('vhwmvvuiuv@abnsg.jps',85839),
('vhwmvvuiuv@abnsg.jps',87418),
('vhwmvvuiuv@abnsg.jps',88173),
('vhwmvvuiuv@abnsg.jps',93581),
('vhwmvvuiuv@abnsg.jps',94430),
('wgksmqpqac@ameoc.eyn',12127),
('wgksmqpqac@ameoc.eyn',13583),
('wgksmqpqac@ameoc.eyn',14239),
('wgksmqpqac@ameoc.eyn',16673),
('wgksmqpqac@ameoc.eyn',20198),
('wgksmqpqac@ameoc.eyn',20592),
('wgksmqpqac@ameoc.eyn',21086),
('wgksmqpqac@ameoc.eyn',21831),
('wgksmqpqac@ameoc.eyn',22684),
('wgksmqpqac@ameoc.eyn',24872),
('wgksmqpqac@ameoc.eyn',25044),
('wgksmqpqac@ameoc.eyn',26560),
('wgksmqpqac@ameoc.eyn',2719),
('wgksmqpqac@ameoc.eyn',2787),
('wgksmqpqac@ameoc.eyn',30),
('wgksmqpqac@ameoc.eyn',30855),
('wgksmqpqac@ameoc.eyn',31045),
('wgksmqpqac@ameoc.eyn',34791),
('wgksmqpqac@ameoc.eyn',36011),
('wgksmqpqac@ameoc.eyn',36128),
('wgksmqpqac@ameoc.eyn',3654),
('wgksmqpqac@ameoc.eyn',36691),
('wgksmqpqac@ameoc.eyn',39314),
('wgksmqpqac@ameoc.eyn',4133),
('wgksmqpqac@ameoc.eyn',41544),
('wgksmqpqac@ameoc.eyn',41827),
('wgksmqpqac@ameoc.eyn',41859),
('wgksmqpqac@ameoc.eyn',44818),
('wgksmqpqac@ameoc.eyn',44881),
('wgksmqpqac@ameoc.eyn',45142),
('wgksmqpqac@ameoc.eyn',46808),
('wgksmqpqac@ameoc.eyn',53664),
('wgksmqpqac@ameoc.eyn',55460),
('wgksmqpqac@ameoc.eyn',55615),
('wgksmqpqac@ameoc.eyn',56409),
('wgksmqpqac@ameoc.eyn',57770),
('wgksmqpqac@ameoc.eyn',58467),
('wgksmqpqac@ameoc.eyn',60805),
('wgksmqpqac@ameoc.eyn',60876),
('wgksmqpqac@ameoc.eyn',61541),
('wgksmqpqac@ameoc.eyn',62921),
('wgksmqpqac@ameoc.eyn',66376),
('wgksmqpqac@ameoc.eyn',66949),
('wgksmqpqac@ameoc.eyn',68320),
('wgksmqpqac@ameoc.eyn',68439),
('wgksmqpqac@ameoc.eyn',69604),
('wgksmqpqac@ameoc.eyn',71360),
('wgksmqpqac@ameoc.eyn',71843),
('wgksmqpqac@ameoc.eyn',71866),
('wgksmqpqac@ameoc.eyn',72549),
('wgksmqpqac@ameoc.eyn',77626),
('wgksmqpqac@ameoc.eyn',81102),
('wgksmqpqac@ameoc.eyn',81173),
('wgksmqpqac@ameoc.eyn',81923),
('wgksmqpqac@ameoc.eyn',829),
('wgksmqpqac@ameoc.eyn',85272),
('wgksmqpqac@ameoc.eyn',85350),
('wgksmqpqac@ameoc.eyn',85821),
('wgksmqpqac@ameoc.eyn',87418),
('wgksmqpqac@ameoc.eyn',88173),
('wgksmqpqac@ameoc.eyn',88735),
('wgksmqpqac@ameoc.eyn',89071),
('wgksmqpqac@ameoc.eyn',93581),
('wgksmqpqac@ameoc.eyn',95540),
('wgksmqpqac@ameoc.eyn',98186),
('wgksmqpqac@ameoc.eyn',9867),
('xpxgelxiea@snacv.hxo',12127),
('xpxgelxiea@snacv.hxo',13583),
('xpxgelxiea@snacv.hxo',16673),
('xpxgelxiea@snacv.hxo',21194),
('xpxgelxiea@snacv.hxo',25728),
('xpxgelxiea@snacv.hxo',26560),
('xpxgelxiea@snacv.hxo',2719),
('xpxgelxiea@snacv.hxo',31045),
('xpxgelxiea@snacv.hxo',34791),
('xpxgelxiea@snacv.hxo',35823),
('xpxgelxiea@snacv.hxo',36011),
('xpxgelxiea@snacv.hxo',36128),
('xpxgelxiea@snacv.hxo',3654),
('xpxgelxiea@snacv.hxo',39314),
('xpxgelxiea@snacv.hxo',4133),
('xpxgelxiea@snacv.hxo',41544),
('xpxgelxiea@snacv.hxo',42463),
('xpxgelxiea@snacv.hxo',43095),
('xpxgelxiea@snacv.hxo',44818),
('xpxgelxiea@snacv.hxo',46808),
('xpxgelxiea@snacv.hxo',56409),
('xpxgelxiea@snacv.hxo',57032),
('xpxgelxiea@snacv.hxo',60118),
('xpxgelxiea@snacv.hxo',60805),
('xpxgelxiea@snacv.hxo',60876),
('xpxgelxiea@snacv.hxo',61541),
('xpxgelxiea@snacv.hxo',75337),
('xpxgelxiea@snacv.hxo',78220),
('xpxgelxiea@snacv.hxo',79031),
('xpxgelxiea@snacv.hxo',81102),
('xpxgelxiea@snacv.hxo',81173),
('xpxgelxiea@snacv.hxo',81923),
('xpxgelxiea@snacv.hxo',85350),
('xpxgelxiea@snacv.hxo',85821),
('xpxgelxiea@snacv.hxo',85839),
('xpxgelxiea@snacv.hxo',87418),
('xpxgelxiea@snacv.hxo',88173),
('xpxgelxiea@snacv.hxo',88837),
('zzqjhobful@ittvi.fpp',13583),
('zzqjhobful@ittvi.fpp',14239),
('zzqjhobful@ittvi.fpp',18412),
('zzqjhobful@ittvi.fpp',21194),
('zzqjhobful@ittvi.fpp',22684),
('zzqjhobful@ittvi.fpp',24872),
('zzqjhobful@ittvi.fpp',26560),
('zzqjhobful@ittvi.fpp',28317),
('zzqjhobful@ittvi.fpp',30),
('zzqjhobful@ittvi.fpp',30855),
('zzqjhobful@ittvi.fpp',31045),
('zzqjhobful@ittvi.fpp',31470),
('zzqjhobful@ittvi.fpp',34791),
('zzqjhobful@ittvi.fpp',36691),
('zzqjhobful@ittvi.fpp',39314),
('zzqjhobful@ittvi.fpp',4133),
('zzqjhobful@ittvi.fpp',42463),
('zzqjhobful@ittvi.fpp',44818),
('zzqjhobful@ittvi.fpp',55460),
('zzqjhobful@ittvi.fpp',56142),
('zzqjhobful@ittvi.fpp',57363),
('zzqjhobful@ittvi.fpp',58467),
('zzqjhobful@ittvi.fpp',60805),
('zzqjhobful@ittvi.fpp',60876),
('zzqjhobful@ittvi.fpp',66949),
('zzqjhobful@ittvi.fpp',68320),
('zzqjhobful@ittvi.fpp',68439),
('zzqjhobful@ittvi.fpp',69604),
('zzqjhobful@ittvi.fpp',71360),
('zzqjhobful@ittvi.fpp',71866),
('zzqjhobful@ittvi.fpp',73147),
('zzqjhobful@ittvi.fpp',73500),
('zzqjhobful@ittvi.fpp',75337),
('zzqjhobful@ittvi.fpp',81102),
('zzqjhobful@ittvi.fpp',85350),
('zzqjhobful@ittvi.fpp',85821),
('zzqjhobful@ittvi.fpp',85839),
('zzqjhobful@ittvi.fpp',93581),
('zzqjhobful@ittvi.fpp',95540);
